"id","urlhref","datetime","text","urlimg","channal"
1198,"https://time.kz/news/events/2021/06/28/avtobus-s-12-passazhirami-oprokinulsya-v-aktyubinskoj-oblasti","09:43","Автобус с 12 пассажирами опрокинулся в Актюбинской области
Автобус с 12 пассажирами, среди которых три ребенка, опрокинулся в Актюбинской области, сообщает «Диапазон». «Авария произошла 27 июня на 916 км трассы «Самара - Шымкент» недалеко от поселка Богетсай. Водитель автобуса «Паз-32054» с 12 пассажирами, из которых три ребенка, при возникновении препятствия и опасности для движения не снизил скорость. Не справившись с управлением, опрокинулся в кювет», - говорится в сообщении департамента полиции (ДП) области. Как отмечается, пассажиры ехали с семейного мероприятия в поселке Калинин Иргизского района. В результате ДТП три человека обратились за медицинской помощью в трассовый медико-спасательный пункт (ТМСП) «Карабутак», из них двоих с ушибами и одного пассажира с переломом госпитализировали в больницу скорой медицинской помощи в Актобе. По сообщению КазТАГ","None","https://time.kz"
1194,"https://time.kz/news/politics/2021/06/28/eshhe-tri-oblasti-kazahstana-pereshli-iz-zelenoj-v-zheltuyu-zonu-po-covid-19","09:45","Еще три области Казахстана перешли из «зеленой» в «желтую» зону по COVID-19
Еще три области Казахстана перешли из «зеленой» в «желтую» зону по COVID-19, передает корреспондент агентства.Согласно представленной в понедельник матрице оценки эпидемиологической ситуации в регионах, в «красной» зоне, в которой предусматривается введение строгих ограничительных мер, находятся Нур-Султан, Алматы, а также Атырауская, Западно-Казахстанская и Карагандинская областиВ «желтой» зоне, в которой предусмотрено сохранение действующих карантинных мер и усиление контроля за их соблюдением, находятся Шымкент, а также Костанайская и Мангистауская области, к которым из «зеленой» зоны перешли Акмолинская, Актюбинская и Кызылординская области.В «зеленой» зоне, где ситуация оценивается как стабильная, с возможностью ослабления ограничительных мер, остались Алматинская, Восточно-Казахстанская, Жамбылская, Павлодарская, Туркестанская и Северо-Казахстанская области.Казахстан находится в красной зоне. По сообщению КазТАГ","None","https://time.kz"
1270,"https://time.kz/news/society/2021/06/28/1701-sluchaj-covid-19-i-pnevmonii-s-priznakami-kvi-vyyavili-v-kazahstane-za-26-27-iyunya","09:46","1701 случай COVID-19 и пневмонии с признаками КВИ выявили в Казахстане за 26-27 июня
1701 случай COVID-19 (КВИ+) и пневмонии с признаками коронавирусной инфекции (КВИ-) выявили в Казахстане за 26-27 июня, сообщает пресс-служба министерства здравоохранения.«С 13 марта 2020 года по 27 июня 2021 года КВИ+: заболеваемость – 419 800 (1686 за минувшие сутки), смертность – 4316 (10 за 26 июня); с 1 августа 2020 года по 27 июня 2021 года КВИ-: заболеваемость – 56 940 (15 за 26 июня), смертность – 3443 (один за 26 июня)», - говорится в распространенном в понедельник сообщении.По информации минздрава, на данный момент лечение от КВИ продолжают получать 24 001 человек (22 707 КВИ+ и 1294 КВИ-), из них в стационарах находятся 7307 пациентов, на амбулаторном уровне – 16 694 пациента.«Из числа заболевших КВИ+ и КВИ- находятся: в тяжелом состоянии – 474 пациента, в состоянии крайней степени тяжести – 98 пациентов, на аппаратах ИВЛ (искусственной вентиляции легких – КазТАГ) – 66 пациентов», - сказано в сообщении.Выздоровели от COVID-19 в Казахстане, по официальным данным, 392 777 человек.Первый компонент вакцины от коронавируса, по сообщению минздрава, получили 3 165 155 человек, второй компонент – 1 905 062. По сообщению КазТАГ","None","https://time.kz"
1268,"https://time.kz/news/events/2021/06/28/troe-podrostkov-pogibli-v-dtp-c-uchastiem-vnedorozhnika-lexus-v-kostanajskoj-oblasti","12:10","Трое подростков погибли в ДТП c участием внедорожника Lexus в Костанайской области
Трое подростков погибли в ДТП c участием внедорожника Lexus в Костанайской области, сообщает «Алау».«26 июня на автодороге «Костанай-Карабутак» 36-летняя женщина, управляя автомашиной Renault Sandera, при совершении обгона грузовой автомашины, совершила столкновение со встречной автомашиной Lexus. В результате дорожно-транспортного происшествия погибли трое несовершеннолетних пассажира автомобиля Renault Sandera, двое в возрасте 14 лет и один 17-летний. Водитель и 40-летний пассажир этого же транспортного средства получили телесные повреждения», - говорится в сообщении в понедельник.Начато досудебное расследование по части 4 статьи 345 (нарушение правил дорожного движения или эксплуатации транспортных средств лицами, управляющими транспортными средствами) УК РК. По сообщению КазТАГ","None","https://time.kz"
1177,"https://time.kz/news/politics/2021/06/28/bakytzhan-bajahmetov-naznachen-akimom-semeya","13:11","Бакытжан Байахметов назначен акимом Семея
Назначен аким Семея, передает корреспондент агентства.«Сегодня на внеочередной сессии городского маслихата по согласованию с депутатами глава Восточно-Казахстанской области Даниал Ахметов назначил нового акима города Семей. Им стал Бакытжан Байахметов», - сообщили в понедельник в пресс-службе акима ВКО.Байахметов с апреля 2019 года занимал пост замакима области, до этого с 2010 по 2019 год занимал посты акима города Аягоз, акима Уланского и Аягозского районов, а еще раньше – с 2009 по 2019 год был начальником отдела строительства Усть-Каменогорска. По сообщению КазТАГ","None","https://time.kz"
1224,"https://time.kz/news/economics/2021/06/25/spros-na-valyutu-ne-daet-tenge-ukrepitsya-pri-vysokoj-tsene-na-neft-natsbank","13:46","Спрос на валюту не дает тенге укрепиться при высокой цене на нефть – Нацбанк
Спрос на валюту не дает тенге укрепиться при высокой цене на нефть, прокомментировал Национальный банк Казахстана сложившуюся на валютном рынке ситуацию.«Текущий возросший спрос на иностранную валюту не дает тенге укрепиться сильнее, несмотря на относительно высокую цену на нефть», - говорится в информации, распространенной в пятницу.Согласно информации, с начала июня тенге торгуется в диапазоне Т425,6/1 – Т428,7/$1, несмотря на рост цен на нефть до $75,9/барр. Сдерживает укрепление тенге высокий спрос на валюту из-за восстановления деловой активности и реализации отложенного спроса на импорт товаров, особенно, на средства производства и промежуточные товары, о чем свидетельствует рост объемов торгов на Казахстанской фондовой бирже со $125 млн в день в январе-мае до $146 млн сейчас. Рост импорта за январь-апрель 2021 года по сравнению с аналогичным периодом 2020 года составил 1 1,5% и достиг $11,4 млрд за счет импорта потребительских непродовольственных товаров и средств производства, например, автомобилей завезли на $200 млн больше, чем годом ранее.«На спрос на валюту влияет и сезонность, хотя не такой значительно из-за пандемии, и завершающийся период выплаты дивидендов, а также фискальный стимул и использование пенсионных накоплений», - отмечает Нацбанк. По сообщению КазТАГ","None","https://time.kz"
1301,"https://time.kz/news/economics/2021/06/25/banknoty-200-tenge-obyazany-prinimat-po-vsem-vidam-platezhej-natsbank-kazahstana","13:48","Банкноты 200 тенге обязаны принимать по всем видам платежей – Нацбанк Казахстана
Банкноты номиналом Т200 обязаны принимать по всем видам платежей и переводов, заявляет Национальный банк Казахстана.«Банкноты номиналом Т200 остаются законным платежным средством. Они находятся в обращении наряду с монетами в Т200. Их обязаны принимать по всем видам платежей, банковских операций и переводов», - говорится в информации, распространенной в пятницу.Согласно информации, банкноты можно разменять и обменять во всех отделениях банков и АО «Казпочта», а также в филиалах Нацбанка. Они изымаются из оборота только по мере их естественного износа.Отказ в приеме таких банкнот влечет адмответственность по статье 206 КоАП, напоминает регулятор.«При отказе в приеме купюры Т200 нужно обратиться в ближайший филиал Нацбанка. Снимать на видео или требовать письменное обоснование отказа в приеме банкноты», - рекомендует Нацбанк. По сообщению КазТАГ","None","https://time.kz"
1298,"https://time.kz/news/politics/2021/06/25/stroitelstvo-dvuh-stantsij-metro-v-almaty-poobeshhali-zavershit-do-kontsa-2021-goda","13:49","Строительство двух станций метро в Алматы пообещали завершить до конца 2021 года
Аким Алматы Бакытжан Сагинтаев пообещал завершить строительство двух станций метро до конца 2021 года.«До конца года планируем завершить строительные работы по двум станциям метро (Сарыарка и Достык) и осуществить технический запуск», - пообещал Сагинтаев на брифинге в пятницу.Кроме того, он сообщил , что планируется начать строительство развязки на пересечении улиц Саина и Монке би и пробивку улицы Ауэзова от улицы Гоголя до проспекта Райымбека. По сообщению КазТАГ","None","https://time.kz"
1295,"https://time.kz/news/society/2021/06/25/slepye-zony-v-gorah-almaty-obeshhayut-pokryt-sotovoj-svyazyu","15:26","«Слепые» зоны в горах Алматы обещают покрыть сотовой связью
Сотовую связь планируют провести в отдаленных зонах алматинских гор, сообщил аким города Бакытжан Сагинтаев.««В этом году в горах Алматы планируется организовать вертолетную площадку, два контрольно-спасательных пункта, где будут круглосуточно дежурить 16 спасателей. Также будет построено 15 хижин на отдаленных участках с возможностью передачи спутникового сигнала «SOS» на пульт спасателей. Также прорабатывается проект покрытия сотовой связью «слепых» зон в горах. Для улучшения информированности туристов будет установлено 10 интерактивных терминалов», - сказал Сагинтаев, выступая на пресс-конференции в СЦК в пятницу.По словам акима, уже оцифрована тысяча км горных пеших троп, а протяженность благоустроенных троп довели до 500 км. Дополнительно ведется благоустройство 172 км горных маршрутов с созданием четырех кемпинг-зон и трех глэмпинг-зон.«В Алматы разработана стратегия цифровизации до 2025 года, единая IT-архитектура, создан реестр всех IT-компаний города. В перспективе переход к эффективному управлению городом на основе Big data и искусственного интеллекта. Уже сейчас в Алматы более 50 тыс. человек заняты в креативных индустриях. В городе зарегистрировано свыше 4,3 тыс. предпринимателей и 3,6 тыс. таких компаний. Более половины креативного бизнеса страны приходится на Алматы», - отметил Сагинтаев. По сообщению КазТАГ","None","https://time.kz"
1216,"https://time.kz/news/economics/2021/06/25/almatinskaya-tets-budet-perevedena-na-gaz-v-2025-godu-sagintaev","15:27","Алматинская ТЭЦ будет переведена на газ в 2025 году – Сагинтаев
Алматинская ТЭЦ будет переведена на газ в 2025 году, сообщил аким города Бакытжан Сагинтаев.«По поручению главы государства осуществляется проект по переводу ТЭЦ на газ. Ожидается, что строительно-монтажные работы начнутся в 2022 году, а завершатся в 2025-м», - сказал Сагинтаев на брифинге в пятницу.При этом он отметил, что для улучшения экологической ситуации в рамках развития системы экомониторинга ведется установка девяти экопостов, еще 10 начнут поэтапно работать до конца года. По сообщению КазТАГ","None","https://time.kz"
