"id","title_href","date_time","whole_text"
1,"https://www.inform.kz/ru/direktor-futbol-nogo-kluba-ertis-osuzhden-za-uklonenie-ot-nalogov_a3802149","17.06.2021 15:12","  Директор футбольного клуба «Ertis» осужден за уклонение от налогов  
ПАВЛОДАР. КАЗИНФОРМ - Департамент экономических расследований по Павлодарской области сообщает о завершении расследования уголовного дела в отношении Общественного фонда «Футбольный клуб «Ertis» по факту уклонения от уплаты налогов в бюджет, передает МИА «Казинформ» со ссылкой на сайт Агентства РК по финансовому мониторингу.«Следствием установлено, что в 2019 году директор футбольного клуба «Ertis» представил декларации в налоговый орган с искаженными данными. Тем самым причинил государству ущерб на сумму свыше 193 млн тенге в виде неуплаченных налогов», - говорится в сообщении.Директор клуба осужден на один год с лишением права занимать руководящие должности в финансовых и коммерческих организациях в течение трех лет.АФМ напоминает, что согласно статье 236 УК РК за уклонение от уплаты налогов и других обязательных платежей в бюджет предусмотрена уголовная ответственность вплоть до лишения свободы от 1 до 5 лет."
2,"https://www.inform.kz/ru/okolo-725-tys-chelovek-poluchili-vyplaty-iz-gfss-s-nachala-goda_a3802143","17.06.2021 15:07","  Около 725 тыс. человек получили выплаты из ГФСС с начала года  
НУР-СУЛТАН. КАЗИНФОРМ - За январь-май 2021 года численность участников системы обязательного социального страхования составила 5,7 млн человек, сумма поступивших социальных отчислений и пени – 126,5 млрд тенге. За этот период порядка 725 тыс. человек получили социальные выплаты из Государственного фонда социального страхования (ГФСС) на общую сумму 131,8 млрд тенге, передает МИА «Казинформ» со ссылкой на пресс-службу Министерства труда и социальной защиты населения РК.В частности, за вышеуказанный период из ГФСС осуществлены следующие выплаты:- социальную выплату на случай потери дохода в связи с уходом за ребенком до достижения им возраста одного года получили 430 862 человека на сумму 60,7 млрд тенге, которая больше на 59% по сравнению с аналогичным периодом прошлого года;- социальную выплату на случай потери дохода в связи с беременностью и родами, усыновлением (удочерением) новорожденного ребенка получили 92 739 человек на сумму 45,1 млрд тенге, которая больше на 36% по сравнению с аналогичным периодом прошлого года;- социальную выплату на случай потери работы получили 64 440 человек на сумму 7,8 млрд тенге, что больше почти в два раза по сравнению аналогичным периодом прошлого года;- социальную выплату на случай потери кормильца получили 51 749 человек на сумму 7,2 млрд тенге, больше на 21% по сравнению с аналогичным периодом прошлого года;- социальную выплату на случай утраты трудоспособности получили 85 343 человека на сумму 11,1 млрд тенге, больше на 11% по сравнению с аналогичным периодом прошлого года."
3,"https://www.inform.kz/ru/kazahstanskiy-opyt-bor-by-s-korrupciey-predstavlen-na-zasedanii-oes-v-tashkente_a3802012","17.06.2021 15:00","  Казахстанский опыт борьбы с коррупцией представлен на заседании ОЭС в Ташкенте  
ТАШКЕНТ. КАЗИНФОРМ - О приоритетных направлениях формирования и реализации антикоррупционной политики в Казахстане в рамках 4-го заседания Глав антикоррупционных органов и омбудсменов Организации экономического сотрудничества рассказал председатель Агентства РК по противодействию коррупции Марат Ахметжанов, передает собственный корреспондент МИА «Казинформ».Спикер отметил, что системная и последовательная борьба с коррупцией была и остается одним из основных приоритетов независимого Казахстана. По его словам, превентивные инструменты как анализ коррупционных рисков, антикоррупционный мониторинг, оценка уровня коррупции и проведение социологических исследований позволяют эффективно и своевременно выявлять «болевые точки» и реагировать на устранение проблем в этой сфере.«Полноценно заработал институт антикоррупционной экспертизы всех проектов законов и подзаконных актов, введен институт персональной ответственности руководителей за коррупцию подчинённых, закреплена обязательность комплаенс-служб в квазигосударственном секторе. Усилены санкции за коррупцию для сотрудников правоохранительных органов, судей, взяткодателей и посредников во взяточничестве. Введена уголовная ответственность сотрудников за провокацию преступления. Введен пожизненный запрет работать на госслужбе осужденным за коррупцию, исключена возможность применения УДО для осужденных за тяжкие и особо тяжкие коррупционные преступления», - проинформировал М. Ахметжанов. Отдельно спикер отметил роль процесса цифровизации в борьбе с коррупционными проявлениями.«Цифровизация – это самый эффективный метод борьбы с коррупцией. Развитая архитектура «электронного правительства» позволила занять 29 место среди 193 стран в одноименном индексе ООН. На сегодня в электронном виде и по принципу «одного окна» доступны 93% госуслуг, что минимизирует бытовую коррупцию. Цифровизация упростила и ведение бизнеса. Портал «Е-лицензирование» является «точкой входа» для занятия 500 видами предпринимательской деятельности. Эффективно работает платформа «Открытое правительство», позволяющая гражданам увидеть бюджетные расходы, участвовать в обсуждении проектов нормативных актов, обращаться онлайн за консультациями и с жалобами», - подчеркнул спикер.Организация экономического сотрудничества – международная региональная организация экономического, культурного, научного и технического сотрудничества. В её состав входят 10 государств: Казахстан, Узбекистан, Турция, Иран, Пакистан, Кыргызстан, Таджикистан, Туркменистан, Азербайджан и Афганистан."
4,"https://www.inform.kz/ru/senatory-rassmotreli-otchety-ob-ispolnenii-byudzheta-v-2020-godu_a3802141","17.06.2021 14:51","  Сенаторы рассмотрели отчеты об исполнении бюджета в 2020 году  
НУР-СУЛТАН. КАЗИНФОРМ - Сегодня под председательством Спикера Сената Маулена Ашимбаева состоялось заседание Палаты, где сенаторы рассмотрели отчёты Правительства и Счётного комитета об исполнении Республиканского бюджета за 2020 год, передает МИА «Казинформ» со ссылкой на пресс-службу Мажилиса Парламента РК.В ходе отчёта Спикер Сената подчеркнул, что прошлый год оказался чрезвычайно сложным и в период пандемии Парламент активно работал с Правительством для преодоления последствий коронакризиса. Для законодательного обеспечения проводимой работы, депутатами оперативно принимались важные законы.«В настоящее время ситуация постепенно стабилизируется. За пять месяцев этого года отмечается рост экономики на 1,6%. Таким образом, всем нам, членам Правительства и депутатам Парламента, вместе нужно работать над задачами следующего этапа, поставленными Главой государства. Это задачи восстановления темпов экономического роста и повышения уровня жизни наших граждан», - сказал Маулен Ашимбаев.В ходе заседания были обозначены наиболее проблемные моменты, касающиеся исполнения республиканского бюджета. В их числе – неосвоение либо некачественное освоение средств, недостаточный уровень прозрачности при реализации ряда программ. Спикер Сената также отметил ряд недочетов в работе госорганов, которые привели к тому, что не все деньги, выделенные государством на поддержку граждан – дошли до получателей.Маулен Ашимбаев в очередной раз напомнил членам Правительства о важности обеспечения сбалансированности доходов и расходов бюджета. Так как, за 5 лет объем расходов республиканского бюджета вырос почти в 2 раза. В то же время лишь 44% расходов покрывается «чистыми доходами», остальные 36% - это трансферты из Национального фонда и 20% - займы.«Беспокоит рост дефицита бюджета. Эту тенденцию необходимо изменить. Мы об этом говорили в мае, когда рассматривали поправки в бюджет. Мы должны жить по средствам, не накапливая излишние долги и не растрачивая фонд будущих поколений», - сказал Маулен Ашимбаев.Спикер Сената предложил оптимизировать и сократить неэффективные расходы для обеспечения сбалансированности бюджета. Он привел данные Счетного комитета, по которому в прошлом году почти 570 млрд. тенге были неэффективно использованы или вовсе не освоены. В сравнении с 2019 годом, этот показатель стал больше на 33%. «В последние годы значительные средства из республиканского бюджета направляются на финансирование субъектов квазигоссектора. В 2020 году этот показатель составил более 817 млрд. тенге. При этом одновременно фиксируются значительные объемы неэффективно используемых средств. По итогам аудита, который охватил 25 субъектов квазигоссектора, Счетный комитет выявил нарушений почти на 380 млрд. тенге. Просим Правительство принять соответствующие меры к ответственным лицам и обратить внимание на профилактику подобных нарушений в будущем», - сказал Председатель Палаты. Сократить неэффективные расходы бюджета, по мнению сенаторов должна помочь в том числе и приватизация ряда объектов. Маулен Ашимбаев призвал ускорить её темпы и обеспечить открытость и прозрачность всех процедур. Ещё одно предложение Спикера Сената – увеличение в бюджете страны доли средств, инвестируемых в рост экономики.«По оценке Счетного комитета, по итогам 2020 года 61% расходов бюджета приходятся на текущие нужды. Лишь 15% направлены на цели развития. В нашей ситуации, когда «чистые доходы» от экономики не покрывают расходы бюджета, необходимо активно инвестировать в драйверы роста – строительство или реконструкцию промышленных предприятий, в инфраструктуру, коммуникации, кредитование и субсидирование бизнеса», - сказал Маулен Ашимбаев.Председатель Сената отметил готовность депутатского корпуса к оказанию необходимой поддержки инициатив Правительства, направленных на решение обозначенных проблем. Отметим, что окончательное рассмотрение отчёта об исполнении бюджета за 2020 состоится на совместном заседании Палат Парламента, которое пройдет 21 июня 2021 года. Кроме того, сегодня депутаты Сената рассмотрели и приняли Закон « О государственной фельдъегерской связи «, а также Закон « О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам деятельности государственной фельдъегерской связи и органов внутренних дел «. Он направлен на последовательное внедрение механизмов сервисной модели полиции и закрепление полномочий органов противопожарной службы."
5,"https://www.inform.kz/ru/akmolinskaya-molodezh-posetila-turkestan_a3802098","17.06.2021 14:48","  Акмолинская молодежь посетила Туркестан  
КОКШЕТАУ. КАЗИНФОРМ – В юбилейный год Независимости в рамках проекта «Táýelsiz jastar kerýeni» 15 представителей молодежи Акмолинской области, в числе которых активисты, волонтеры и лидеры молодежных организаций, а также победители международных и республиканских конкурсов, совершили трехдневную поездку в один из самых известных культурно-исторических и сакральных центров тюркоязычного мира - город Туркестан, передает корреспондент МИА «Казинформ». По словам руководителя молодежного ресурсного центра Акмолинской области Мансии Есекеевой, это традиционный проект управления внутренней политики региона, направленный на знание молодежью истории и культуры своей страны, города, области. «До этого мы совершали поездки по Акмолинской области, но вся молодежь уже знает историю нашего региона, поэтому решили на этот раз отправиться в Туркестан, который недавно только стал центром областного значения и где есть много исторических сакральных мест», - поделилась девушка. Экскурсия включала посещение сакральных мест, достопримечательностей города, обзор новых архитектурных объектов, концерт - парад талантов «Звездный вечер», в котором приняла участие и молодежь Акмолинской области, продемонстрировав свои таланты, а также посещение Международного казахско-турецкого университета имени Ходжи Ахмеда Ясави.«Мы увидели историю своими глазами. Если раньше мы только читали о ней в книгах, к примеру, о том, что Чингисхан шесть месяцев не мог завоевать Отырар. Теперь же этот город мы увидели воочию. Сколько веков прошло, но стены его так и остались. Ты осознаешь историю совершенно по-другому, когда видишь все своими глазами, она проходит через тебя…Читать и слышать – это одно, а увидеть - совершенно другое», - отметила М. Есекеева.Как добавили в управлении внутренней политики региона, ознакомление молодежи с историей и культурой страны играет большую роль в воспитании патриотизма подрастающего поколения. А данный проект является одним из многочисленных проектов, реализуемых для молодежи региона в юбилей Независимости."
6,"https://www.inform.kz/ru/senat-prinyal-popravki-po-gosudarstvennoy-fel-d-egerskoy-svyazi_a3802137","17.06.2021 14:39","  Сенат принял поправки по государственной фельдъегерской связи  
НУР-СУЛТАН. КАЗИНФОРМ – Депутаты Сената Парламента РК приняли Закон «О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам деятельности государственной фельдъегерской связи и органов внутренних дел», передает корреспондент МИА «Казинформ».Как отметил глава МВД РК Ерлан Тургумбаев, представляя законопроект на пленарном заседании палаты, главной целью законопроекта является приведение в соответствие норм законодательства, регулирующих деятельность фельдъегерской службы, а также связанных с передачей несвойственных функций МВД и повышением статуса участковых инспекторов.В заключении Комитета по конституционному законодательству, судебной системе и правоохранительным органам Сената отмечено, что законопроектом предлагается внесение изменений и дополнений в 17 законодательных актов, в том числе в один кодекс.Принятие законопроекта позволит решить следующие задачи:1) исключение дублирующих норм из Закона «О связи» в связи с принятием самостоятельного Закона «О государственной фельдъегерской связи»;2) последовательное внедрение механизмов сервисной модели полиции;3) закрепление полномочий органов противопожарной службы;4) установление дополнительного квалификационного класса высшего начальствующего состава для сотрудников Службы экономических расследований;5) приостановление срока введения в действие дактилоскопической регистрации до 1 января 2023 года в связи с отсутствием соответствующего финансирования.Ожидаемые результаты:- упорядоченность законодательных норм, регулирующих деятельность фельдъегерской службы;- повышение эффективности деятельности правоохранительных органов."
7,"https://www.inform.kz/ru/brakon-era-so-sterlyad-yu-poymali-v-pavlodare_a3802130","17.06.2021 14:37","  Браконьера со стерлядью поймали в Павлодаре  
ПАВЛОДАР. КАЗИНФОРМ – В Казахстане вылов осетровых запрещен круглый год, передает корреспондент МИА «Казинформ» со ссылкой на Департамент полиции Павлодарской области.«На пересечении проспекта Назарбаева и улицы Ладожская инспекторами батальона патрульной полиции города Павлодар остановлена автомашина Kia Sportage под управлением 60-летнего горожанина. При осмотре в багажном отсеке обнаружена и изъята рыба - стерлядь в количестве 17 штук», - сообщил командир батальона Ренат Шарипов.По его словам, по этому факту проводится досудебное расследование. Назначена экспертиза. Ущерб устанавливается.В Казахстане, напомнили в ведомстве, установлен круглогодичный запрет на вылов рыб осетровых пород. Это решение направлено на сохранение и увеличение количества редких видов рыб.«Согласно действующему законодательству за отлов даже одного килограмма рыбы семейства осетровых предусмотрена уголовная ответственность. Всего же с начала года в Павлодарской области полицейскими выявлено 433 нарушения экологического законодательства», - привели цифры в полиции."
8,"https://www.inform.kz/ru/gosdolg-budet-podderzhivat-sya-na-bezopasnom-urovne-erulan-zhamaubaev_a3802134","17.06.2021 14:33","  Госдолг будет поддерживаться на безопасном уровне – Ерулан Жамаубаев  
НУР-СУЛТАН. КАЗИНФОРМ - Государственный долг будет поддерживаться на безопасном уровне. ОБ этом заявил министр финансов РК Ерулан Жамаубаев на пленарном заседании Сената Парламента РК, передает корреспондент МИА «Казинформ».«Ряд нареканий было по деятельности квазигосударственного сектора. В данном направлении будет продолжена работа по сокращению прямого участия государства в экономике и активизирован процесс приватизации. Ежегодно поднимаемая тема - это остатки на счетах квазигосударственных субъектов. Необходимые поправки в бюджетное законодательство уже приняты. Эти средства по решению соответствующего органа субъекта будут направляться в установленном порядке на новые проекты или возвращаться в доход бюджета», - сказал Ерулан Жамаубаев.Было отмечено, что при обсуждении отчета особое внимание было уделено росту государственного долга.«Действительно, в 2020 году мы были вынуждены увеличить дефицит бюджета и наращивать заимствование в целях финансирования антикризисных мер. В предстоящем периоде планируется поэтапное снижение дефицита бюджета. Это приведет к сокращению темпов новых заимствований. Для предотвращения валютных рисков и развития местного рынка долговых инструментов максимально будет использована ликвидность внутреннего рынка. Государственный долг будет поддерживаться на безопасном уровне и не превысит установленный лимит», - заверил Ерулан Жамаубаев.Отметим, сегодня на пленарном заседании Сената был рассмотрен отчет Правительства и Счетного комитета по исполнению республиканского бюджета за 2020 год."
9,"https://www.inform.kz/ru/organizatory-programmy-podderzhki-msb-v-pavlodarskoy-oblasti-otpravilis-v-sela_a3802120","17.06.2021 14:30","  Организаторы программы поддержки МСБ в Павлодарской области отправились в села  
ПАВЛОДАР - НУР-СУЛТАН. КАЗИНФОРМ - Павлодарская программа поддержки малого и среднего бизнеса Business Ertis, запущенная в начале года, уже обрела новое направление – развитие предпринимательства на селе. Об этом стало известно в ходе пресс-конференции акима Павлодарской области Абылкаира Скакова в СЦК, передает корреспондент МИА «Казинформ».«Задача нового направления Business Ertis – как запуск по одному масштабному проекту в каждом районе области, так и повседневная помощь малому, среднему, начинающему бизнесу на селе», - сказал Абылкаир Скаков. Пять других направлений программы – это адресная помощь предпринимателям, развитие экологических, инновационных и социальных инициатив, привлечение инвестиций. Объем привлеченных с начала года инвестиций в регионе составил 134,6 млрд тенге, что на треть больше показателя аналогичного периода 2020 года. Число субъектов МСБ в области выросло на 350, а объем торговли – более чем на 30 млрд тенге. «Благодаря государственным мерам помощь более чем на 34 млрд тенге получили почти 1,5 тысячи проектов. До конца года, как ожидается, будут поддержаны еще, по меньшей мере, 700», - сообщил аким.Напомним, в прошлом году в Павлодарской области совместно с банком второго уровня запустили уникальную программу беззалогового кредитования молодых предпринимателей «Zhas-Halyk.Ertis». На 1 июня в Павлодарской области создано более 11,5 тысячи новых рабочих мест, из них более половины – постоянные места. Активными мерами занятости благодаря программе «Еңбек» охвачено более 14 тысяч жителей региона, до конца года планируют охватить еще более 14 тысяч человек. «На 1 июня получателями государственной адресной социальной помощи на общую сумму почти 700 млн тенге стали более 17 тысяч жителей области. Жилищная помощь более чем на 19 млн тенге оказана почти 1,5 тысячам семей. Кроме того, в этом году были введены новые виды социальной помощи и увеличены некоторые действующие выплаты. В частности, появилась компенсация для малообеспеченных семей, имеющих доход ниже прожиточного минимума и не получающих АСП; увеличился размер выплат для одиноких и одиноко проживающих инвалидов и другое. Выросли выплаты к ряду памятных и праздничных дат», - заключил А. Скаков. Кроме того, в регионе постоянно проводят благотворительные мероприятия, которые в год 30-летия независимости РК обрели особенный масштаб. Только в рамках республиканского «Марафона добрых дел» на сегодня в Павлодарской области прошло почти 5 тысяч различных мероприятий, помощь получило около 23 тысяч жителей области.Ранее аким Павлодарской области Абылкаир Скаков рассказал об оказании социальной помощи населению в регионе. "
10,"https://www.inform.kz/ru/kyrgyzstan-otmenil-ogranicheniya-na-postavku-pticy-i-pticevodcheskoy-produkcii-iz-kazahstana_a3802133","17.06.2021 14:28","  Кыргызстан отменил ограничения на поставку птицы и птицеводческой продукции из Казахстана  
НУР-СУЛТАН. КАЗИНФОРМ - Ограничения, ранее введенные из-за птичьего гриппа, отменены, передает МИА «Казинформ» со ссылкой на пресс-службу Министерства сельского хозяйства РК. Комитет ветеринарного контроля и надзора МСХ РК провел работу по снятию ранее введенных Кыргызстаном временных ограничений на поставки птицы и птицеводческой продукции из ряда областей Казахстана, «На основании полученной от Комитета ветеринарного контроля и надзора МСХ РК информации о принятых мерах по локализации высокопатогенного гриппа птицы, а также в связи со стабилизацией эпизоотической ситуации в Казахстане, Государственная инспекция по ветеринарной и фитосанитарной безопасности Кыргызской Республики отменила ранее введенные ограничения», - сообщили в ведомстве.  Принято соответствующее Постановление № 8 от 14 июня 2021 года. Согласно тексту постановления, на территорию Кыргызстана вновь разрешено ввозить птицу и птицеводческую продукцию из Акмолинской, Алматинской (Карасайский район), Карагандинской, Костанайской, Павлодарской и Северо-Казахстанской областей РК."
